year,month,SO2_Guanyuan,SO2_Dongsi,SO2_Dingling,SO2_Changping,SO2_Aotizhongxin,SO2_Gucheng,SO2_Huairou,SO2_Nongzhanguan,SO2_Shunyi,SO2_Tiantan,SO2_Wanliu,SO2_Wanshouxigong
2013,3,45.69427741935483,39.96076989247312,24.41357741935484,34.97635053763441,44.9860623655914,38.20462580645162,32.99799462365591,45.28701612903226,32.88692150537635,37.730160215053765,43.46460215053764,41.96787096774194
2013,4,22.62636222222222,22.363814444444447,13.673755555555555,16.717017777777777,24.75984,18.885862222222222,19.25801,23.325158888888886,17.31104777777778,21.288254444444444,25.893588888888885,22.042191111111112
2013,5,28.480226881720426,31.587365591397848,17.42698494623656,23.327701075268816,30.442204301075268,22.0345311827957,35.355212903225805,28.302419354838708,21.247311827956988,26.998655913978496,24.690860215053764,26.6372623655914
2013,6,14.290276666666667,20.788428888888888,7.789476666666667,14.032981111111111,14.624301111111112,9.202774444444444,9.95828,17.54879,5.4864822222222225,15.27995888888889,19.666264444444444,14.651468888888889
2013,7,10.347447311827956,8.824425806451613,4.079254838709677,6.549512903225806,9.286576344086022,4.0558645161290325,5.30238064516129,8.967067741935484,5.811972043010753,6.993352688172043,9.221348387096775,7.804191397849462
2013,8,7.185865591397849,9.878405376344086,4.807795698924731,7.047229032258064,6.916518279569893,3.7271505376344085,4.212939784946236,6.110215053763441,4.090975268817204,6.2866709677419355,15.660016129032257,6.996331182795699
2013,9,9.899534444444443,11.976084444444446,5.467451111111111,6.755334444444444,13.816618888888888,6.666652222222222,7.852964444444444,14.095594444444444,8.572402222222223,10.437886666666667,13.32443,13.512820000000001
2013,10,15.193322580645162,23.10118817204301,11.34121935483871,12.542605376344085,22.42548172043011,10.874941935483871,10.836403225806452,19.83771827956989,9.826017204301076,13.325233333333333,22.40972580645161,15.54892688172043
2013,11,24.654166666666665,27.198611111111113,19.313536666666668,24.884736666666665,25.961111111111112,20.709722222222222,19.747222222222224,24.135904444444446,15.765277777777778,14.54861111111111,21.647222222222222,23.508333333333333
2013,12,39.69862903225806,40.992558064516125,30.971690322580645,44.07783010752688,42.284489247311825,40.26046451612903,36.936474193548385,44.36614301075269,29.454798924731183,28.76018387096774,39.75393548387097,44.816954838709684
2014,1,55.638440860215056,56.619623655913976,37.053763440860216,57.94086021505376,58.35349462365591,52.71639784946237,47.458333333333336,60.59274193548387,44.23118279569893,48.46774193548387,59.52284946236559,61.876344086021504
2014,2,62.982142857142854,63.395833333333336,37.68154761904762,62.59672619047619,57.66815476190476,53.17113095238095,55.02232142857143,65.8764880952381,48.220238095238095,55.979166666666664,65.13690476190476,68.60714285714286
2014,3,37.778225806451616,37.99731182795699,22.844086021505376,34.60752688172043,36.62903225806452,31.91532258064516,30.263440860215052,39.14784946236559,30.873655913978496,33.583333333333336,41.41263440860215,40.06720430107527
2014,4,18.508333333333333,20.654166666666665,11.447222222222223,15.808333333333334,19.891666666666666,15.633333333333333,13.566666666666666,19.65,17.016666666666666,16.470833333333335,18.183333333333334,18.768055555555556
2014,5,15.74005376344086,17.6247311827957,9.22231182795699,12.308736559139787,15.475403225806453,29.681048387096777,10.435483870967742,17.212634408602153,11.561424731182797,11.010752688172044,16.739784946236558,15.476478494623656
2014,6,7.216666666666667,8.261111111111111,4.233333333333333,5.325,6.290277777777778,3.061111111111111,4.926388888888889,8.404166666666667,4.738888888888889,8.676388888888889,7.725,6.338888888888889
2014,7,7.5,9.30241935483871,4.869354838709677,5.556451612903226,4.498655913978495,4.456989247311828,4.466397849462366,8.092204301075268,6.270698924731183,6.853494623655914,11.419354838709678,5.240591397849462
2014,8,5.312231182795699,7.55497311827957,4.608198924731183,4.777822580645161,4.037096774193548,3.972715053763441,4.348118279569892,6.463172043010753,4.529301075268817,5.454032258064516,9.407930107526882,4.044623655913978
2014,9,7.304166666666666,9.969583333333334,5.1402777777777775,5.347222222222222,5.545833333333333,4.726388888888889,5.154166666666667,8.920833333333333,4.480555555555555,7.701388888888889,10.23111111111111,5.679166666666666
2014,10,8.903225806451612,11.913978494623656,6.537634408602151,6.501344086021505,10.836021505376344,8.228494623655914,6.841397849462366,10.366935483870968,7.35752688172043,10.461021505376344,11.602150537634408,7.42741935483871
2014,11,19.386527777777776,19.36513888888889,15.718055555555555,17.799444444444443,17.154444444444444,19.002361111111114,12.46111111111111,20.22597222222222,11.93388888888889,10.644444444444444,19.320138888888888,14.213194444444444
2014,12,33.825268817204304,30.45927419354839,20.635752688172044,29.356182795698924,24.392473118279568,31.052688172043013,18.59260752688172,36.193548387096776,23.543010752688172,24.15967741935484,32.63924731182796,33.41438172043011
2015,1,38.44986559139785,36.1133064516129,27.906720430107526,37.310483870967744,37.96706989247312,35.90174731182796,21.704301075268816,42.55403225806452,26.532526881720432,29.10241935483871,38.80940860215054,38.781317204301075
2015,2,29.717261904761905,28.620535714285715,23.53125,28.760416666666668,30.43154761904762,28.470238095238095,15.702678571428573,32.30654761904762,20.547619047619047,22.69047619047619,30.794642857142858,28.404761904761905
2015,3,22.599193548387095,23.853360215053765,14.788172043010752,20.923655913978497,22.85201612903226,22.533870967741937,14.258064516129032,24.454435483870967,17.684543010752687,18.892473118279568,23.52244623655914,23.27956989247312
2015,4,9.630555555555556,12.240277777777777,6.496944444444445,6.108333333333333,9.658888888888889,9.118055555555555,6.687083333333333,11.526388888888889,10.569444444444445,8.879166666666666,10.819444444444445,9.7
2015,5,8.90994623655914,11.22983870967742,6.606182795698925,6.018817204301075,8.68010752688172,8.509408602150538,7.202956989247312,9.899193548387096,9.098118279569892,10.021505376344086,9.469086021505376,9.013440860215054
2015,6,6.656944444444444,8.679166666666667,6.75,4.555555555555555,7.333333333333333,6.391666666666667,5.272222222222222,8.176388888888889,4.425,7.0055555555555555,8.36111111111111,6.875
2015,7,5.286290322580645,5.247311827956989,4.911290322580645,4.248655913978495,5.737903225806452,3.4301075268817205,4.348118279569892,5.719086021505376,3.1344086021505375,5.145161290322581,5.362903225806452,4.935483870967742
2015,8,3.4408602150537635,3.7768817204301075,5.771505376344086,2.75,4.139784946236559,2.282258064516129,2.5833333333333335,3.8696236559139785,2.9193548387096775,5.318548387096774,3.1545698924731185,3.1061827956989245
2015,9,5.3694444444444445,6.5125,3.838888888888889,4.158333333333333,5.816666666666666,4.168055555555555,3.8541666666666665,5.868055555555555,3.147222222222222,6.3069444444444445,4.695833333333334,4.936111111111111
2015,10,6.029569892473118,7.544354838709677,7.860215053763441,4.884408602150538,6.366935483870968,4.932795698924731,4.71505376344086,7.493279569892473,4.188172043010753,5.331989247311828,5.487903225806452,5.42741935483871
2015,11,10.880555555555556,15.813888888888888,12.605555555555556,7.533333333333333,10.511111111111111,11.922222222222222,7.945833333333334,15.604166666666666,9.730555555555556,10.85,13.27361111111111,14.543055555555556
2015,12,22.693548387096776,23.551075268817204,15.483870967741936,14.059139784946236,23.533602150537636,23.151881720430108,9.943548387096774,23.155913978494624,13.869623655913978,12.74731182795699,25.33467741935484,24.307795698924732
2016,1,23.456989247311828,19.771505376344088,15.491935483870968,16.408602150537636,22.931451612903224,24.774193548387096,11.91263440860215,22.526881720430108,15.454301075268818,18.099462365591396,23.283602150537636,24.372311827956988
2016,2,15.060344827586206,15.449712643678161,9.665229885057471,13.030172413793103,18.126436781609197,17.12212643678161,8.807471264367816,16.580459770114942,12.579022988505747,12.895114942528735,18.396551724137932,17.173850574712645
2016,3,19.288978494623656,20.2997311827957,12.36021505376344,12.560483870967742,22.318548387096776,19.137096774193548,11.736559139784946,21.629032258064516,16.870967741935484,15.913978494623656,20.623655913978496,20.52016129032258
2016,4,11.122222222222222,11.051388888888889,7.022222222222222,7.498611111111111,11.418055555555556,8.801388888888889,7.851388888888889,11.544444444444444,8.82638888888889,11.276388888888889,9.9375,11.204166666666667
2016,5,9.75268817204301,9.564516129032258,3.9919354838709675,6.186827956989247,9.452956989247312,7.880376344086022,6.737903225806452,10.172043010752688,6.442204301075269,9.251344086021506,8.236559139784946,9.151881720430108
2016,6,5.781944444444444,6.126388888888889,3.3944444444444444,3.926388888888889,5.506944444444445,4.575,4.7375,5.884722222222222,3.7555555555555555,6.0777777777777775,5.191666666666666,5.263888888888889
2016,7,4.939516129032258,4.690860215053763,2.6155913978494625,3.0940860215053765,3.442204301075269,2.8239247311827955,3.01747311827957,3.875,2.342741935483871,4.67741935483871,2.864247311827957,3.3225806451612905
2016,8,3.9448924731182795,3.096774193548387,2.213709677419355,2.8951612903225805,2.682795698924731,2.586021505376344,2.681451612903226,3.5940860215053765,2.524193548387097,3.118279569892473,2.307795698924731,2.638440860215054
2016,9,3.933333333333333,4.101388888888889,3.0083333333333333,3.323611111111111,3.0388888888888888,2.6055555555555556,3.176388888888889,4.480555555555555,3.609722222222222,3.566666666666667,2.966666666666667,2.7625
2016,10,5.202956989247312,6.310483870967742,2.9905913978494625,3.4274193548387095,3.318548387096774,2.9274193548387095,4.866935483870968,5.950268817204301,5.907258064516129,4.186827956989247,3.39247311827957,3.3091397849462365
2016,11,13.463888888888889,14.795833333333333,9.002777777777778,10.006944444444445,9.78888888888889,12.136111111111111,6.247222222222222,12.82638888888889,16.02638888888889,8.008333333333333,10.654166666666667,10.468055555555555
2016,12,21.670698924731184,22.271505376344088,14.188172043010752,15.408602150537634,18.056451612903224,17.161290322580644,7.888440860215054,19.579301075268816,20.419354838709676,10.341397849462366,20.116935483870968,17.407258064516128
2017,1,21.620967741935484,21.18010752688172,13.90725806451613,17.096774193548388,20.393817204301076,21.65994623655914,9.307795698924732,21.802419354838708,22.70967741935484,14.106182795698924,20.271505376344088,18.583333333333332
2017,2,20.87797619047619,19.47172619047619,12.537202380952381,15.71875,21.34077380952381,19.43452380952381,10.300595238095237,19.300595238095237,19.575892857142858,14.019345238095237,20.418154761904763,18.572916666666668
