year,month,CO_Guanyuan,CO_Dongsi,CO_Dingling,CO_Changping,CO_Aotizhongxin,CO_Gucheng,CO_Huairou,CO_Nongzhanguan,CO_Shunyi,CO_Tiantan,CO_Wanliu,CO_Wanshouxigong
2013,3,1492.1975806451612,1555.486559139785,1014.4368279569892,1385.590053763441,1480.888440860215,1610.1693548387098,1195.9905913978494,1498.9126344086021,1384.8306451612902,1567.9717741935483,1667.5846774193549,1563.6908602150538
2013,4,915.4791666666666,959.7708333333334,641.2347222222222,776.3319444444444,910.3597222222222,929.0930555555556,753.4263888888889,932.8277777777778,1017.9722222222222,983.1097222222222,898.4027777777778,1004.4888888888889
2013,5,1007.888440860215,1168.4489247311828,765.2809139784946,775.6182795698925,945.4690860215054,1000.5954301075269,962.9986559139785,1128.8118279569892,1009.0524193548387,1113.7540322580646,1019.9825268817204,1101.1155913978494
2013,6,1309.1597222222222,1173.9708333333333,1131.1472222222221,1097.6583333333333,1294.1916666666666,1442.225,1085.0402777777779,1513.7569444444443,1326.9541666666667,1443.3166666666666,1634.7819444444444,1582.475
2013,7,958.8521505376344,960.8870967741935,821.7728494623656,818.9489247311828,821.627688172043,984.6653225806451,871.763440860215,1149.5725806451612,1305.361559139785,1063.016129032258,846.3602150537635,1226.4583333333333
2013,8,717.8763440860215,1065.3225806451612,692.3387096774194,784.6774193548387,776.747311827957,902.8225806451613,749.8655913978495,1027.6881720430108,1093.5483870967741,923.252688172043,797.8494623655914,1075.8064516129032
2013,9,1111.3777777777777,1392.911111111111,866.2444444444444,966.5208333333334,1064.161111111111,1182.6277777777777,1010.9680555555556,1286.1013888888888,1216.7972222222222,1326.098611111111,1078.8847222222223,1365.826388888889
2013,10,1168.8172043010752,1359.6774193548388,1500.0,963.1720430107526,1098.3870967741937,1294.0860215053763,918.2795698924731,1284.8118279569892,1119.6236559139784,1285.752688172043,1315.1881720430108,1396.6397849462367
2013,11,1454.4444444444443,2485.4166666666665,940.9722222222222,1101.9444444444443,1459.4444444444443,1566.6666666666667,980.1388888888889,1368.888888888889,1203.888888888889,1531.5277777777778,1789.861111111111,1575.2777777777778
2013,12,1193.4139784946237,1151.0752688172042,1022.0430107526881,1552.9569892473119,1792.2043010752689,2505.2419354838707,1353.8978494623657,1758.467741935484,1733.736559139785,1877.9569892473119,1856.4516129032259,2216.1290322580644
2014,1,1949.1935483870968,1873.3870967741937,1183.467741935484,2292.2043010752686,1863.1720430107528,2697.3118279569894,1486.4247311827958,1944.758064516129,1645.8333333333333,1986.021505376344,2439.3817204301076,2210.3494623655915
2014,2,2236.160714285714,2183.6309523809523,1793.0059523809523,2173.065476190476,2148.809523809524,2472.470238095238,1879.3154761904761,2216.6666666666665,2003.8690476190477,2209.8214285714284,2615.9226190476193,2462.6488095238096
2014,3,1408.467741935484,1500.6720430107528,1099.8655913978494,1308.0645161290322,1386.4247311827958,1699.4623655913979,1128.225806451613,1488.4408602150538,1231.5860215053763,1440.4569892473119,1547.5806451612902,1489.1129032258063
2014,4,930.1388888888889,997.3611111111111,684.4444444444445,879.7222222222222,888.3333333333334,1031.388888888889,812.5,971.8055555555555,907.7777777777778,942.5,970.9722222222222,1075.138888888889
2014,5,988.7096774193549,960.2150537634409,454.7043010752688,744.3548387096774,801.0752688172043,888.9784946236559,762.5,829.7043010752689,879.9731182795699,899.4623655913979,864.6505376344086,954.9731182795699
2014,6,981.8055555555555,957.3611111111111,451.94444444444446,692.5,699.4444444444445,830.9722222222222,739.1666666666666,886.3888888888889,704.5833333333334,913.0555555555555,732.5,989.8611111111111
2014,7,1053.494623655914,1060.483870967742,787.9032258064516,879.0322580645161,801.3440860215054,909.5430107526881,968.010752688172,1051.478494623656,950.6720430107526,1012.7688172043011,802.5537634408602,906.8548387096774
2014,8,945.6989247311828,1000.2688172043011,656.5860215053764,746.9086021505376,720.0268817204301,836.0215053763441,756.989247311828,955.3763440860215,797.3118279569892,924.1935483870968,745.6989247311828,1027.1505376344087
2014,9,1088.611111111111,1163.888888888889,710.8333333333334,913.3333333333334,910.5555555555555,989.4444444444445,870.8333333333334,1168.1944444444443,940.5555555555555,1085.4166666666667,877.6388888888889,1162.5
2014,10,1462.5,1517.741935483871,1012.3655913978495,1260.8870967741937,1305.6451612903227,1421.774193548387,1157.258064516129,1425.8064516129032,1237.0967741935483,1423.521505376344,1313.7096774193549,1440.3225806451612
2014,11,1671.6666666666667,1731.8055555555557,982.5,1503.0555555555557,1597.361111111111,1797.7777777777778,1159.4444444444443,1673.1944444444443,1453.75,1601.5277777777778,1883.3333333333333,1779.7222222222222
2014,12,1686.9623655913979,1681.3172043010752,940.4569892473119,1439.3817204301076,1200.268817204301,1797.3118279569892,1188.7096774193549,1690.1881720430108,1402.4193548387098,1682.52688172043,1891.532258064516,1883.0645161290322
2015,1,1893.1451612903227,1976.2096774193549,1460.6182795698924,2051.3440860215055,2047.1774193548388,2071.505376344086,1471.9086021505377,2004.032258064516,1717.2043010752689,1873.7903225806451,2246.505376344086,2011.6935483870968
2015,2,1489.2857142857142,1532.142857142857,1202.529761904762,1419.047619047619,1506.547619047619,1609.970238095238,1193.3035714285713,1477.827380952381,1293.452380952381,1436.607142857143,1744.642857142857,1557.142857142857
2015,3,1192.6075268817203,1354.7043010752689,896.9086021505376,1152.1505376344087,1251.3440860215053,1316.8010752688172,1020.4301075268817,1246.3709677419354,1106.989247311828,1160.215053763441,1282.52688172043,1258.6021505376343
2015,4,808.1944444444445,852.2222222222222,528.6111111111111,678.4722222222222,816.9444444444445,804.5833333333334,664.8611111111111,839.3055555555555,734.8611111111111,780.2777777777778,723.1944444444445,836.25
2015,5,759.6774193548387,763.1720430107526,542.8763440860215,636.6935483870968,762.0967741935484,710.3494623655914,660.2150537634409,919.758064516129,652.4193548387096,734.8118279569892,741.1290322580645,774.5967741935484
2015,6,1175.4166666666667,1161.6666666666667,633.4722222222222,772.3611111111111,1045.6944444444443,1144.4444444444443,935.4166666666666,1213.3333333333333,1108.0555555555557,1269.0277777777778,1296.25,868.0555555555555
2015,7,973.6559139784946,957.3924731182796,481.31720430107526,604.5698924731183,844.6236559139785,669.6236559139785,740.4569892473119,914.247311827957,777.4193548387096,936.1559139784946,893.2795698924731,978.2258064516129
2015,8,889.9193548387096,840.7258064516129,612.7688172043011,502.28494623655916,869.8924731182796,799.8655913978495,655.3763440860215,834.6774193548387,767.6075268817204,871.505376344086,803.6290322580645,911.8279569892474
2015,9,875.5555555555555,907.5,586.3888888888889,736.25,990.6944444444445,698.3333333333334,668.75,877.6388888888889,723.3333333333334,888.75,810.4166666666666,952.7777777777778
2015,10,957.9301075268817,1009.8118279569892,842.2043010752689,876.8817204301075,1181.989247311828,946.9086021505376,750.4032258064516,1003.763440860215,881.1827956989247,974.7311827956989,868.8172043010753,1044.489247311828
2015,11,1943.611111111111,1980.4166666666667,1749.4444444444443,1870.0,2441.25,1926.25,1527.9166666666667,2049.3055555555557,1818.4722222222222,1875.0,1953.888888888889,2090.4166666666665
2015,12,2812.5,2733.6021505376343,2042.0698924731182,2658.467741935484,3474.059139784946,3185.3494623655915,2184.1397849462364,3205.1075268817203,2685.3494623655915,2827.956989247312,2594.3548387096776,3089.516129032258
2016,1,1488.4408602150538,1465.4569892473119,1340.3225806451612,1496.6397849462367,1808.8709677419354,1717.3387096774193,1183.0645161290322,1521.505376344086,1387.0967741935483,1592.47311827957,2135.8870967741937,1639.1129032258063
