month_year,PM2.5,PM10,SO2,NO2,CO,O3,TEMP
2013-03,95.83602150537635,119.27553763440861,32.99799462365591,48.79286088709677,1195.9905913978494,61.74620698924731,4.819623655913979
2013-04,57.34722222222222,94.61111111111111,19.25801,30.88642875,753.4263888888889,73.10868888888889,11.543055555555556
2013-05,76.61827956989248,162.92876344086022,35.355212903225805,41.588883333333335,962.9986559139785,131.10790322580644,20.929032258064517
2013-06,74.81944444444444,115.15416666666667,9.95828,27.05137763888889,1085.0402777777779,68.20652861111111,22.798055555555553
2013-07,62.0994623655914,85.89516129032258,5.30238064516129,14.904857661290322,871.763440860215,84.07969005376344,26.300672043010753
2013-08,56.19758064516129,75.15860215053763,4.212939784946236,20.88012741935484,749.8655913978495,71.28893118279571,25.807795698924732
2013-09,68.99861111111112,89.17083333333333,7.852964444444444,31.881515,1010.9680555555556,48.48922583333333,19.435972222222222
2013-10,77.40591397849462,97.40188172043011,10.836403225806452,41.66584825268817,918.2795698924731,35.975666129032255,12.009139784946235
2013-11,58.50555555555555,75.52222222222223,19.747222222222224,46.9375,980.1388888888889,36.601441944444446,4.873611111111111
2013-12,57.98118279569893,69.61290322580645,36.936474193548385,45.996382392473116,1353.8978494623657,30.798850537634408,-1.9133064516129032
2014-01,86.50403225806451,103.55779569892474,47.458333333333336,55.3494623655914,1486.4247311827958,27.155913978494624,-2.141532258064516
2014-02,150.99107142857142,148.7157738095238,55.02232142857143,56.660714285714285,1879.3154761904761,36.464285714285715,-1.4544642857142858
2014-03,90.46370967741936,119.48655913978494,30.263440860215052,46.483870967741936,1128.225806451613,62.35349462365591,8.766129032258064
2014-04,84.87361111111112,129.17083333333332,13.566666666666666,41.91111111111111,812.5,80.07222222222222,16.131666666666664
2014-05,51.69704301075269,90.09543010752688,10.435483870967742,28.488172043010753,762.5,100.95900537634408,20.631720430107528
2014-06,45.518055555555556,66.81527777777778,4.926388888888889,21.504166666666666,739.1666666666666,111.62777777777778,23.986666666666668
2014-07,96.38212365591399,115.48830645161291,4.466397849462366,22.933333333333334,968.010752688172,111.47930107526882,26.895698924731185
2014-08,55.39502688172043,74.03682795698924,4.348118279569892,22.02177419354839,756.989247311828,111.2885752688172,25.14771505376344
2014-09,59.99513888888889,75.59652777777778,5.154166666666667,26.310416666666665,870.8333333333334,70.42083333333333,19.45625
2014-10,96.26747311827957,115.93548387096774,6.841397849462366,39.25268817204301,1157.258064516129,40.651881720430104,12.724059139784947
2014-11,67.67875,94.33361111111111,12.46111111111111,46.404444444444444,1159.4444444444443,28.579027777777778,5.020972222222222
