year,month,PM10_Guanyuan,PM10_Dongsi,PM10_Dingling,PM10_Changping,PM10_Aotizhongxin,PM10_Gucheng,PM10_Huairou,PM10_Nongzhanguan,PM10_Shunyi,PM10_Tiantan,PM10_Wanliu,PM10_Wanshouxigong
2013,3,130.4220430107527,131.69489247311827,109.64650537634408,123.43010752688173,144.59543010752688,148.127688172043,119.27553763440861,126.96639784946237,128.2016129032258,123.10483870967742,147.89180107526883,130.19354838709677
2013,4,95.81388888888888,98.57222222222222,81.80972222222222,90.04861111111111,108.20416666666667,108.74027777777778,94.61111111111111,96.85833333333333,83.01527777777778,90.88333333333334,108.61666666666666,93.91944444444445
2013,5,145.53629032258064,131.98521505376345,111.61155913978494,118.16801075268818,140.77822580645162,150.33333333333334,162.92876344086022,129.4811827956989,125.29838709677419,138.19354838709677,129.78763440860214,129.03360215053763
2013,6,122.39722222222223,115.66111111111111,87.9625,102.32222222222222,128.71666666666667,131.80972222222223,115.15416666666667,107.50555555555556,112.93888888888888,133.73888888888888,113.59444444444445,118.33680555555556
2013,7,80.03360215053763,80.01344086021506,60.329301075268816,64.94220430107526,85.22715053763442,82.98252688172043,85.89516129032258,70.95564516129032,68.625,84.125,80.04166666666667,73.69623655913979
2013,8,81.93817204301075,85.70295698924731,51.314516129032256,67.4274193548387,84.45564516129032,89.56720430107526,75.15860215053763,74.60349462365592,70.00268817204301,82.31451612903226,85.65994623655914,81.64247311827957
2013,9,99.98472222222222,99.94722222222222,62.69444444444444,82.97638888888889,104.84166666666667,100.38194444444444,89.17083333333333,99.17222222222222,92.05,105.97638888888889,102.25972222222222,117.49027777777778
2013,10,119.93010752688173,108.5497311827957,87.56182795698925,99.90591397849462,120.08602150537635,120.11559139784946,97.40188172043011,111.11962365591398,108.06720430107526,118.75940860215054,126.79569892473118,133.95833333333334
2013,11,105.88055555555556,99.43055555555556,71.73194444444445,81.325,105.63333333333334,93.7375,75.52222222222223,105.43888888888888,88.13055555555556,103.42083333333333,112.9888888888889,111.6986111111111
2013,12,107.07795698924731,94.55510752688173,64.34946236559139,80.84005376344086,106.6760752688172,99.10887096774194,69.61290322580645,115.21102150537635,75.39381720430107,102.49462365591398,115.79301075268818,121.84274193548387
2014,1,132.54435483870967,112.10483870967742,100.39381720430107,110.22446236559139,125.41397849462365,126.81048387096774,103.55779569892474,136.2486559139785,112.88575268817205,126.06048387096774,141.5766129032258,156.48319892473117
2014,2,156.94345238095238,151.32291666666666,148.2202380952381,150.38244047619048,156.39136904761904,154.1220238095238,148.7157738095238,167.08333333333334,155.23511904761904,148.42559523809524,167.14583333333334,176.27232142857142
2014,3,133.31586021505376,130.2755376344086,112.90322580645162,127.84946236559139,146.84005376344086,155.3736559139785,119.48655913978494,139.53360215053763,132.4758064516129,127.77016129032258,150.72177419354838,158.18951612903226
2014,4,137.06805555555556,147.98611111111111,116.93194444444444,142.14166666666668,168.11527777777778,179.19444444444446,129.17083333333332,142.49444444444444,141.13055555555556,126.70972222222223,157.9138888888889,141.2625
2014,5,124.06532258064517,123.39220430107527,72.54771505376344,100.34206989247312,134.24610215053764,150.84193548387097,90.09543010752688,132.6034946236559,109.67043010752688,114.79556451612902,132.52432795698925,118.89932795698925
2014,6,76.38472222222222,76.93333333333334,42.75416666666667,60.518055555555556,61.704166666666666,91.77361111111111,66.81527777777778,86.55972222222222,74.89027777777778,82.46388888888889,86.39027777777778,81.19305555555556
2014,7,108.49193548387096,98.87231182795699,89.55483870967743,102.06317204301075,93.1989247311828,137.4986559139785,115.48830645161291,111.65430107526882,113.22069892473118,115.53225806451613,121.99731182795699,110.28091397849462
2014,8,87.63293010752689,81.72930107526882,67.11370967741935,75.98454301075269,83.5619623655914,106.897311827957,74.03682795698924,87.84180107526882,83.29206989247312,82.92459677419355,103.4497311827957,91.19556451612904
2014,9,87.94125,94.93319444444444,70.95083333333334,78.7701388888889,102.71430555555555,114.81902777777778,75.59652777777778,94.51930555555555,83.51944444444445,85.42222222222222,96.99472222222222,97.71708333333333
2014,10,148.29435483870967,158.38709677419354,126.34543010752688,138.46102150537635,164.99059139784947,163.61559139784947,115.93548387096774,169.11290322580646,128.95430107526883,137.19354838709677,163.90994623655914,143.24327956989248
2014,11,118.01847222222223,134.28777777777776,89.88180555555556,118.68472222222222,132.3788888888889,138.8425,94.33361111111111,145.62319444444444,120.34222222222222,126.39458333333334,144.69930555555555,142.07625
2014,12,84.96774193548387,102.12755376344086,65.3225806451613,89.56451612903226,101.06989247311827,99.46102150537635,68.96666666666667,116.23521505376344,87.29569892473118,107.26048387096775,109.86088709677419,112.62419354838708
2015,1,105.64905913978494,116.82284946236558,92.89905913978494,114.76397849462364,114.55456989247313,115.24690860215054,94.86922043010752,131.22043010752688,108.7866935483871,115.26344086021506,126.09677419354838,128.29435483870967
2015,2,114.45833333333333,129.13541666666666,104.46577380952381,116.89880952380952,123.07142857142857,124.09375,112.01354166666667,124.60267857142857,117.73363095238095,121.16964285714286,127.98065476190476,133.85119047619048
2015,3,137.95577956989248,169.28911290322583,126.20954301075268,143.95940860215055,155.65497311827957,156.45685483870966,134.46666666666667,141.11733870967743,142.11639784946237,136.8322580645161,153.32930107526883,154.65322580645162
2015,4,119.17222222222222,123.99722222222222,92.92388888888888,100.225,135.19819444444445,127.65555555555555,100.92736111111111,114.96444444444444,111.3,110.4851388888889,122.56527777777778,120.00694444444444
2015,5,106.97177419354838,92.43548387096774,84.66868279569893,87.29166666666667,110.34677419354838,113.56451612903226,87.33279569892473,98.65188172043011,84.14180107526882,94.00537634408602,94.6491935483871,93.43951612903226
2015,6,83.96388888888889,82.67027777777777,68.86125,75.12916666666666,86.41388888888889,94.73611111111111,69.01944444444445,82.83513888888889,78.85458333333334,79.82111111111111,83.25375,80.92083333333333
2015,7,80.03091397849462,82.72043010752688,63.92916666666667,66.55913978494624,83.61290322580645,85.08870967741936,63.46639784946237,75.3252688172043,71.9247311827957,75.69086021505376,79.21908602150538,77.28091397849462
2015,8,69.52016129032258,69.06586021505376,57.12903225806452,56.98924731182796,71.28091397849462,75.51478494623656,58.30913978494624,64.75940860215054,61.11424731182796,60.719086021505376,66.24327956989248,68.08198924731182
2015,9,68.47638888888889,70.85694444444445,48.206944444444446,50.81805555555555,72.27083333333333,76.06805555555556,52.454166666666666,63.59583333333333,60.638888888888886,61.84444444444444,65.46388888888889,68.31111111111112
2015,10,94.36559139784946,105.19623655913979,66.87096774193549,61.583333333333336,97.38440860215054,110.41263440860214,78.21639784946237,93.84946236559139,90.03897849462365,88.94086021505376,86.26747311827957,98.66801075268818
2015,11,128.19444444444446,132.4777777777778,90.52361111111111,99.20138888888889,130.3763888888889,138.83055555555555,99.59861111111111,129.24722222222223,119.14444444444445,126.02222222222223,117.98333333333333,131.76388888888889
2015,12,166.78763440860214,171.42876344086022,128.4811827956989,146.59139784946237,165.88440860215053,178.6236559139785,132.627688172043,164.54032258064515,159.6747311827957,163.9798387096774,156.45698924731184,180.03629032258064
2016,1,84.88172043010752,87.96774193548387,72.25268817204301,81.03763440860214,86.45430107526882,96.46236559139786,66.43951612903226,79.88978494623656,77.54166666666667,87.3239247311828,81.86827956989248,88.44086021505376
2016,2,56.77298850574713,61.122126436781606,50.96551724137931,58.52442528735632,61.17672413793103,60.564655172413794,49.58620689655172,53.367816091954026,54.7169540229885,60.92672413793103,56.298850574712645,59.5919540229885
2016,3,143.7486559139785,143.3266129032258,131.91129032258064,125.02016129032258,154.7997311827957,152.13575268817203,114.15456989247312,131.50806451612902,121.3991935483871,125.05645161290323,138.99193548387098,130.83064516129033
2016,4,128.51805555555555,117.6986111111111,116.95138888888889,106.52083333333333,114.96111111111111,135.0361111111111,106.67222222222222,108.725,109.37083333333334,112.20138888888889,103.34027777777777,109.34305555555555
2016,5,102.72715053763442,84.58064516129032,85.65322580645162,80.08333333333333,76.11424731182795,107.64650537634408,84.56182795698925,84.50268817204301,80.66935483870968,88.1236559139785,71.53091397849462,96.24462365591398
2016,6,86.04722222222222,78.67777777777778,63.78611111111111,67.37638888888888,71.8236111111111,97.38055555555556,68.70416666666667,76.57638888888889,65.07916666666667,81.20138888888889,75.21805555555555,80.75833333333334
2016,7,89.39650537634408,83.21102150537635,62.185483870967744,67.94623655913979,76.92069892473118,93.39650537634408,67.49596774193549,76.12768817204301,71.23790322580645,76.45833333333333,79.77016129032258,82.02016129032258
2016,8,65.43010752688173,57.88575268817204,44.581989247311824,52.67607526881721,49.29032258064516,75.94489247311827,51.97715053763441,59.39784946236559,58.446236559139784,58.719086021505376,57.840053763440864,64.51344086021506
2016,9,76.35416666666667,70.83333333333333,49.71527777777778,57.165277777777774,68.45972222222223,92.29861111111111,54.68888888888889,73.30555555555556,66.98611111111111,68.8375,65.97083333333333,70.4888888888889
2016,10,111.13172043010752,117.29435483870968,82.78494623655914,96.27150537634408,99.59139784946237,112.17069892473118,93.17876344086021,107.93010752688173,96.01747311827957,97.02688172043011,99.93010752688173,95.125
2016,11,147.13055555555556,140.25277777777777,99.65138888888889,119.6875,126.18194444444444,143.5,117.44444444444444,145.14305555555555,123.05833333333334,130.69722222222222,134.7722222222222,136.37777777777777
2016,12,164.61021505376345,188.09408602150538,105.3736559139785,125.61693548387096,145.502688172043,164.08333333333334,110.75537634408602,165.79032258064515,130.38844086021504,178.47043010752688,147.00672043010752,169.17607526881721
2017,1,140.51612903225808,158.11424731182797,91.3991935483871,113.93413978494624,127.98924731182795,152.4220430107527,109.29435483870968,143.70967741935485,130.88037634408602,153.11827956989248,133.19758064516128,149.45833333333334
